INFO 09-03 09:15:33 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1025. schedule: 0.43ms(0.21%), comm: 5.69ms(2.78%), swap: 0.01ms(0.00%), execute: 198.59ms(97.01%), cur_step: 204.71ms
INFO 09-03 09:15:55 async_llm_engine.py:282] num_prefill: 0, num_decode: 31, num_tokens: 31. schedule: 5.54ms(13.31%), comm: 6.10ms(14.67%), swap: 0.00ms(0.01%), execute: 29.98ms(72.02%), cur_step: 41.63ms
INFO 09-03 09:15:55 async_llm_engine.py:282] num_prefill: 0, num_decode: 31, num_tokens: 31. schedule: 2.35ms(6.13%), comm: 5.74ms(14.97%), swap: 0.00ms(0.01%), execute: 30.25ms(78.89%), cur_step: 38.34ms
INFO 09-03 09:15:55 async_llm_engine.py:282] num_prefill: 0, num_decode: 31, num_tokens: 31. schedule: 2.61ms(7.14%), comm: 4.73ms(12.96%), swap: 0.00ms(0.01%), execute: 29.19ms(79.90%), cur_step: 36.54ms
INFO 09-03 09:15:55 async_llm_engine.py:282] num_prefill: 0, num_decode: 31, num_tokens: 31. schedule: 2.71ms(3.79%), comm: 6.73ms(9.42%), swap: 25.60ms(35.83%), execute: 36.39ms(50.95%), cur_step: 71.43ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 3, num_decode: 0, num_tokens: 795. schedule: 2.11ms(1.38%), comm: 3.31ms(2.17%), swap: 0.00ms(0.00%), execute: 147.63ms(96.45%), cur_step: 153.05ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 33, num_tokens: 33. schedule: 6.06ms(7.68%), comm: 7.26ms(9.20%), swap: 25.79ms(32.69%), execute: 39.80ms(50.43%), cur_step: 78.91ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 33, num_tokens: 33. schedule: 2.45ms(5.22%), comm: 6.12ms(13.06%), swap: 0.00ms(0.01%), execute: 38.28ms(81.70%), cur_step: 46.85ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 819. schedule: 2.36ms(1.47%), comm: 6.39ms(3.96%), swap: 0.00ms(0.00%), execute: 152.58ms(94.57%), cur_step: 161.33ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 4.13ms(5.15%), comm: 7.89ms(9.83%), swap: 23.80ms(29.65%), execute: 44.46ms(55.38%), cur_step: 80.28ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 2.66ms(5.31%), comm: 9.11ms(18.14%), swap: 0.00ms(0.01%), execute: 38.43ms(76.54%), cur_step: 50.21ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 2.94ms(6.15%), comm: 6.23ms(13.01%), swap: 0.00ms(0.01%), execute: 38.72ms(80.84%), cur_step: 47.90ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 2.80ms(5.77%), comm: 6.81ms(14.02%), swap: 0.01ms(0.01%), execute: 38.98ms(80.20%), cur_step: 48.60ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 799. schedule: 1.92ms(1.24%), comm: 2.67ms(1.72%), swap: 0.00ms(0.00%), execute: 150.27ms(97.04%), cur_step: 154.86ms
INFO 09-03 09:15:56 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 5.72ms(11.31%), comm: 6.70ms(13.26%), swap: 0.00ms(0.01%), execute: 38.12ms(75.42%), cur_step: 50.54ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 2069. schedule: 2.00ms(0.55%), comm: 5.10ms(1.39%), swap: 0.01ms(0.00%), execute: 359.83ms(98.06%), cur_step: 366.94ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 35, num_tokens: 35. schedule: 4.02ms(8.18%), comm: 7.03ms(14.30%), swap: 0.00ms(0.00%), execute: 38.09ms(77.51%), cur_step: 49.14ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 2.80ms(2.27%), comm: 6.25ms(5.06%), swap: 68.61ms(55.55%), execute: 45.86ms(37.13%), cur_step: 123.52ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 522. schedule: 2.90ms(2.24%), comm: 3.21ms(2.48%), swap: 21.08ms(16.30%), execute: 102.11ms(78.97%), cur_step: 129.29ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 4.40ms(8.79%), comm: 6.04ms(12.07%), swap: 0.00ms(0.01%), execute: 39.60ms(79.13%), cur_step: 50.04ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 2.52ms(5.09%), comm: 8.35ms(16.84%), swap: 0.00ms(0.01%), execute: 38.72ms(78.07%), cur_step: 49.60ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 2.74ms(5.60%), comm: 7.23ms(14.80%), swap: 0.00ms(0.01%), execute: 38.89ms(79.59%), cur_step: 48.87ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 2.80ms(5.64%), comm: 7.37ms(14.86%), swap: 0.00ms(0.01%), execute: 39.45ms(79.50%), cur_step: 49.62ms
INFO 09-03 09:15:57 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 3.40ms(4.30%), comm: 10.18ms(12.86%), swap: 20.61ms(26.04%), execute: 44.96ms(56.80%), cur_step: 79.15ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 3, num_decode: 0, num_tokens: 759. schedule: 2.36ms(1.40%), comm: 9.07ms(5.40%), swap: 20.56ms(12.23%), execute: 136.08ms(80.97%), cur_step: 168.06ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 894. schedule: 2.76ms(1.47%), comm: 3.31ms(1.76%), swap: 22.71ms(12.08%), execute: 159.20ms(84.69%), cur_step: 187.98ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 6.36ms(8.53%), comm: 7.20ms(9.66%), swap: 20.00ms(26.83%), execute: 41.00ms(54.98%), cur_step: 74.57ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 3.28ms(4.72%), comm: 27.55ms(39.62%), swap: 0.00ms(0.01%), execute: 38.71ms(55.66%), cur_step: 69.54ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 858. schedule: 2.16ms(1.38%), comm: 2.23ms(1.42%), swap: 0.00ms(0.00%), execute: 152.60ms(97.20%), cur_step: 156.99ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 4.55ms(9.02%), comm: 6.05ms(11.99%), swap: 0.01ms(0.01%), execute: 39.86ms(78.97%), cur_step: 50.47ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 2.64ms(5.64%), comm: 4.67ms(9.99%), swap: 0.00ms(0.01%), execute: 39.44ms(84.36%), cur_step: 46.75ms
INFO 09-03 09:15:58 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1271. schedule: 2.02ms(0.90%), comm: 3.31ms(1.48%), swap: 0.00ms(0.00%), execute: 218.39ms(97.62%), cur_step: 223.71ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1251. schedule: 3.91ms(1.53%), comm: 3.58ms(1.40%), swap: 27.39ms(10.71%), execute: 220.86ms(86.36%), cur_step: 255.74ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 6.50ms(12.22%), comm: 7.65ms(14.38%), swap: 0.00ms(0.01%), execute: 39.04ms(73.40%), cur_step: 53.19ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 2.79ms(5.87%), comm: 6.91ms(14.55%), swap: 0.00ms(0.01%), execute: 37.81ms(79.58%), cur_step: 47.52ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 2.83ms(5.77%), comm: 6.80ms(13.83%), swap: 0.00ms(0.01%), execute: 39.51ms(80.39%), cur_step: 49.15ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 3.53ms(7.46%), comm: 6.66ms(14.07%), swap: 0.00ms(0.01%), execute: 37.14ms(78.46%), cur_step: 47.34ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 2.85ms(3.60%), comm: 10.61ms(13.39%), swap: 26.12ms(32.95%), execute: 39.69ms(50.06%), cur_step: 79.27ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.24ms(6.49%), comm: 7.02ms(14.06%), swap: 0.00ms(0.01%), execute: 39.67ms(79.44%), cur_step: 49.94ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.44ms(7.04%), comm: 5.46ms(11.16%), swap: 0.00ms(0.01%), execute: 40.00ms(81.79%), cur_step: 48.90ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 4.74ms(5.81%), comm: 6.98ms(8.55%), swap: 25.80ms(31.59%), execute: 44.14ms(54.05%), cur_step: 81.67ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.19ms(6.47%), comm: 8.28ms(16.78%), swap: 0.00ms(0.01%), execute: 37.84ms(76.74%), cur_step: 49.31ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.25ms(6.83%), comm: 6.12ms(12.84%), swap: 0.01ms(0.01%), execute: 38.26ms(80.32%), cur_step: 47.63ms
INFO 09-03 09:15:59 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1035. schedule: 2.15ms(1.11%), comm: 3.10ms(1.59%), swap: 0.00ms(0.00%), execute: 188.82ms(97.30%), cur_step: 194.07ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 5.05ms(5.35%), comm: 7.72ms(8.19%), swap: 35.20ms(37.33%), execute: 46.34ms(49.14%), cur_step: 94.32ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 2.76ms(5.74%), comm: 6.40ms(13.29%), swap: 0.01ms(0.02%), execute: 38.98ms(80.95%), cur_step: 48.16ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 2.99ms(6.26%), comm: 6.26ms(13.10%), swap: 0.00ms(0.01%), execute: 38.57ms(80.64%), cur_step: 47.83ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1021. schedule: 2.76ms(1.47%), comm: 6.52ms(3.46%), swap: 0.00ms(0.00%), execute: 179.11ms(95.07%), cur_step: 188.39ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 2037. schedule: 2.72ms(0.72%), comm: 7.50ms(1.99%), swap: 26.67ms(7.06%), execute: 340.91ms(90.24%), cur_step: 377.80ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 3.88ms(7.60%), comm: 9.80ms(19.23%), swap: 0.00ms(0.01%), execute: 37.30ms(73.17%), cur_step: 50.98ms
INFO 09-03 09:16:00 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 3.15ms(6.30%), comm: 7.56ms(15.10%), swap: 0.00ms(0.01%), execute: 39.34ms(78.59%), cur_step: 50.06ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 1755. schedule: 2.43ms(0.79%), comm: 4.89ms(1.60%), swap: 0.00ms(0.00%), execute: 299.14ms(97.61%), cur_step: 306.47ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 521. schedule: 4.77ms(3.44%), comm: 3.52ms(2.54%), swap: 24.65ms(17.76%), execute: 105.81ms(76.26%), cur_step: 138.75ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 7.24ms(8.37%), comm: 7.92ms(9.16%), swap: 26.19ms(30.28%), execute: 45.14ms(52.19%), cur_step: 86.50ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.15ms(6.55%), comm: 6.58ms(13.67%), swap: 0.00ms(0.01%), execute: 38.39ms(79.77%), cur_step: 48.12ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 2.80ms(3.24%), comm: 6.68ms(7.73%), swap: 29.56ms(34.19%), execute: 47.42ms(54.85%), cur_step: 86.47ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 4, num_decode: 0, num_tokens: 2100. schedule: 2.57ms(0.61%), comm: 6.44ms(1.52%), swap: 50.79ms(11.96%), execute: 364.97ms(85.92%), cur_step: 424.77ms
INFO 09-03 09:16:01 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 3.56ms(6.56%), comm: 10.07ms(18.57%), swap: 0.00ms(0.01%), execute: 40.61ms(74.87%), cur_step: 54.24ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1024. schedule: 2.35ms(1.05%), comm: 3.59ms(1.61%), swap: 31.33ms(14.08%), execute: 185.35ms(83.26%), cur_step: 222.62ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 5.09ms(9.96%), comm: 6.82ms(13.34%), swap: 0.00ms(0.01%), execute: 39.23ms(76.69%), cur_step: 51.15ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 2.95ms(6.13%), comm: 6.88ms(14.29%), swap: 0.00ms(0.01%), execute: 38.27ms(79.57%), cur_step: 48.10ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1021. schedule: 2.34ms(1.24%), comm: 5.68ms(3.00%), swap: 0.00ms(0.00%), execute: 181.43ms(95.76%), cur_step: 189.46ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 4.46ms(9.00%), comm: 5.99ms(12.07%), swap: 0.00ms(0.01%), execute: 39.16ms(78.93%), cur_step: 49.61ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 38, num_tokens: 38. schedule: 3.81ms(7.66%), comm: 6.96ms(13.98%), swap: 0.00ms(0.01%), execute: 38.98ms(78.35%), cur_step: 49.75ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.46ms(6.94%), comm: 6.76ms(13.56%), swap: 0.00ms(0.01%), execute: 39.65ms(79.49%), cur_step: 49.88ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 4.41ms(4.87%), comm: 7.60ms(8.41%), swap: 33.14ms(36.68%), execute: 45.22ms(50.04%), cur_step: 90.37ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 3.14ms(6.43%), comm: 6.99ms(14.33%), swap: 0.01ms(0.01%), execute: 38.66ms(79.23%), cur_step: 48.80ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 2.73ms(5.77%), comm: 6.78ms(14.32%), swap: 0.00ms(0.01%), execute: 37.80ms(79.90%), cur_step: 47.31ms
INFO 09-03 09:16:02 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 2.87ms(5.86%), comm: 6.70ms(13.70%), swap: 0.00ms(0.01%), execute: 39.36ms(80.43%), cur_step: 48.93ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1290. schedule: 2.43ms(0.88%), comm: 4.91ms(1.78%), swap: 34.60ms(12.56%), execute: 233.59ms(84.78%), cur_step: 275.54ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 5.13ms(10.10%), comm: 7.12ms(14.00%), swap: 0.00ms(0.01%), execute: 38.58ms(75.89%), cur_step: 50.84ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 0, num_decode: 34, num_tokens: 34. schedule: 2.91ms(3.12%), comm: 8.58ms(9.21%), swap: 35.72ms(38.32%), execute: 46.02ms(49.36%), cur_step: 93.24ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 501. schedule: 3.12ms(2.21%), comm: 3.97ms(2.81%), swap: 38.27ms(27.12%), execute: 95.77ms(67.86%), cur_step: 141.13ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 0, num_decode: 35, num_tokens: 35. schedule: 4.38ms(8.91%), comm: 5.36ms(10.91%), swap: 0.02ms(0.03%), execute: 39.37ms(80.14%), cur_step: 49.12ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 0, num_decode: 35, num_tokens: 35. schedule: 3.79ms(3.92%), comm: 10.05ms(10.40%), swap: 36.07ms(37.31%), execute: 46.75ms(48.36%), cur_step: 96.66ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 3, num_decode: 0, num_tokens: 811. schedule: 3.27ms(1.58%), comm: 7.22ms(3.49%), swap: 35.17ms(17.02%), execute: 161.05ms(77.91%), cur_step: 206.71ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 4.72ms(9.21%), comm: 6.79ms(13.27%), swap: 0.00ms(0.01%), execute: 39.69ms(77.51%), cur_step: 51.20ms
INFO 09-03 09:16:03 async_llm_engine.py:282] num_prefill: 0, num_decode: 37, num_tokens: 37. schedule: 4.88ms(8.67%), comm: 9.70ms(17.27%), swap: 0.00ms(0.01%), execute: 41.62ms(74.05%), cur_step: 56.20ms
INFO 09-03 09:16:04 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.59ms(7.65%), comm: 4.44ms(9.46%), swap: 0.00ms(0.01%), execute: 38.87ms(82.89%), cur_step: 46.90ms
INFO 09-03 09:16:04 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1020. schedule: 3.25ms(1.73%), comm: 3.47ms(1.85%), swap: 0.00ms(0.00%), execute: 180.62ms(96.41%), cur_step: 187.34ms
INFO 09-03 09:16:04 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 7.20ms(13.19%), comm: 6.92ms(12.68%), swap: 0.00ms(0.01%), execute: 40.43ms(74.12%), cur_step: 54.54ms
INFO 09-03 09:16:04 async_llm_engine.py:282] num_prefill: 0, num_decode: 36, num_tokens: 36. schedule: 3.17ms(0.98%), comm: 11.31ms(3.49%), swap: 0.00ms(0.00%), execute: 309.81ms(95.53%), cur_step: 324.30ms
INFO 09-03 09:16:04 async_llm_engine.py:282] num_prefill: 5, num_decode: 0, num_tokens: 2061. schedule: 2.79ms(0.78%), comm: 3.40ms(0.95%), swap: 0.00ms(0.00%), execute: 352.47ms(98.27%), cur_step: 358.67ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 270. schedule: 5.51ms(7.66%), comm: 2.80ms(3.89%), swap: 0.00ms(0.00%), execute: 63.60ms(88.44%), cur_step: 71.91ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 41, num_tokens: 41. schedule: 5.77ms(10.91%), comm: 6.94ms(13.12%), swap: 0.01ms(0.01%), execute: 40.17ms(75.96%), cur_step: 52.88ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 4.17ms(5.76%), comm: 8.11ms(11.19%), swap: 20.17ms(27.83%), execute: 40.01ms(55.22%), cur_step: 72.47ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 3.96ms(7.92%), comm: 7.03ms(14.04%), swap: 0.00ms(0.01%), execute: 39.05ms(78.03%), cur_step: 50.04ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 4.33ms(5.67%), comm: 7.36ms(9.63%), swap: 22.44ms(29.37%), execute: 42.29ms(55.33%), cur_step: 76.42ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 4.27ms(8.46%), comm: 6.77ms(13.39%), swap: 0.00ms(0.01%), execute: 39.49ms(78.14%), cur_step: 50.54ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 3.49ms(3.81%), comm: 7.97ms(8.72%), swap: 34.88ms(38.15%), execute: 45.09ms(49.32%), cur_step: 91.43ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 4.31ms(8.32%), comm: 7.53ms(14.53%), swap: 0.00ms(0.01%), execute: 39.95ms(77.14%), cur_step: 51.79ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 4.23ms(3.43%), comm: 8.16ms(6.62%), swap: 64.36ms(52.19%), execute: 46.58ms(37.77%), cur_step: 123.34ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 4, num_decode: 0, num_tokens: 1568. schedule: 2.65ms(0.97%), comm: 3.46ms(1.27%), swap: 0.01ms(0.00%), execute: 266.16ms(97.75%), cur_step: 272.28ms
INFO 09-03 09:16:05 async_llm_engine.py:282] num_prefill: 0, num_decode: 43, num_tokens: 43. schedule: 7.09ms(12.79%), comm: 7.85ms(14.15%), swap: 0.00ms(0.01%), execute: 40.51ms(73.06%), cur_step: 55.45ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 772. schedule: 3.02ms(1.96%), comm: 3.21ms(2.08%), swap: 0.00ms(0.00%), execute: 148.07ms(95.96%), cur_step: 154.30ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 0, num_decode: 43, num_tokens: 43. schedule: 5.67ms(10.74%), comm: 7.28ms(13.79%), swap: 0.00ms(0.00%), execute: 39.85ms(75.46%), cur_step: 52.81ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 0, num_decode: 43, num_tokens: 43. schedule: 4.97ms(8.74%), comm: 12.74ms(22.42%), swap: 0.00ms(0.01%), execute: 39.12ms(68.84%), cur_step: 56.84ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 784. schedule: 3.11ms(2.01%), comm: 4.73ms(3.04%), swap: 0.00ms(0.00%), execute: 147.43ms(94.95%), cur_step: 155.28ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 523. schedule: 4.73ms(4.32%), comm: 2.79ms(2.55%), swap: 0.00ms(0.00%), execute: 102.03ms(93.13%), cur_step: 109.55ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1021. schedule: 3.76ms(1.73%), comm: 3.66ms(1.68%), swap: 26.91ms(12.38%), execute: 183.03ms(84.21%), cur_step: 217.35ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 0, num_decode: 44, num_tokens: 44. schedule: 6.67ms(7.74%), comm: 12.42ms(14.41%), swap: 24.36ms(28.26%), execute: 42.73ms(49.59%), cur_step: 86.17ms
INFO 09-03 09:16:06 async_llm_engine.py:282] num_prefill: 0, num_decode: 44, num_tokens: 44. schedule: 7.97ms(7.50%), comm: 19.44ms(18.30%), swap: 31.97ms(30.09%), execute: 46.87ms(44.11%), cur_step: 106.24ms
INFO 09-03 09:16:07 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 524. schedule: 2.68ms(2.19%), comm: 14.68ms(12.00%), swap: 0.00ms(0.00%), execute: 104.96ms(85.80%), cur_step: 122.32ms
INFO 09-03 09:16:07 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 522. schedule: 6.89ms(5.42%), comm: 13.24ms(10.41%), swap: 0.00ms(0.00%), execute: 107.06ms(84.17%), cur_step: 127.18ms
INFO 09-03 09:16:07 async_llm_engine.py:282] num_prefill: 0, num_decode: 47, num_tokens: 47. schedule: 13.61ms(17.68%), comm: 19.70ms(25.59%), swap: 0.00ms(0.00%), execute: 43.66ms(56.72%), cur_step: 76.98ms
INFO 09-03 09:16:07 async_llm_engine.py:282] num_prefill: 0, num_decode: 47, num_tokens: 47. schedule: 3.78ms(6.06%), comm: 7.95ms(12.76%), swap: 0.00ms(0.01%), execute: 50.57ms(81.17%), cur_step: 62.31ms
INFO 09-03 09:16:07 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 768. schedule: 6.93ms(4.42%), comm: 8.78ms(5.60%), swap: 0.01ms(0.00%), execute: 140.99ms(89.97%), cur_step: 156.70ms
INFO 09-03 09:16:07 async_llm_engine.py:282] num_prefill: 1, num_decode: 0, num_tokens: 1922. schedule: 5.79ms(1.48%), comm: 5.19ms(1.33%), swap: 33.72ms(8.65%), execute: 344.99ms(88.53%), cur_step: 389.69ms
INFO 09-03 09:16:08 async_llm_engine.py:282] num_prefill: 2, num_decode: 0, num_tokens: 2429. schedule: 5.70ms(1.16%), comm: 16.34ms(3.32%), swap: 62.01ms(12.60%), execute: 408.23ms(82.93%), cur_step: 492.29ms
INFO 09-03 09:16:08 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 3.76ms(5.54%), comm: 18.00ms(26.57%), swap: 0.03ms(0.04%), execute: 45.97ms(67.85%), cur_step: 67.75ms
INFO 09-03 09:16:08 async_llm_engine.py:282] num_prefill: 0, num_decode: 40, num_tokens: 40. schedule: 7.93ms(11.98%), comm: 16.26ms(24.56%), swap: 0.00ms(0.01%), execute: 42.00ms(63.45%), cur_step: 66.20ms
